"Department","Course Code","Title","Credits","Description"
"Geography (GEOG)","GEOG 436","Social and Political Geographies of South Asia","5","GEOG 436 Social and Political Geographies of South Asia (5) SScIntroduces the social and political geographies of South Asia through reference to agrarian change in India. Outlines key concepts related to the reproduction of inequality in the region, particularly theories of caste, class, gender, and religious communalism, and examines the mechanisms through which these inequalities are reproduced in South Asia. Offered: jointly with JSIS A 438."
"Geography (GEOG)","GEOG 439","Geography of Employment","5","GEOG 439 Geography of Employment (5) SScFocuses on the importance of a spatial perspective in understanding labor market processes.  Explores how this perspective sheds light on employment inequalities between social groups."
"Geography (GEOG)","GEOG 442","Social Geography","5","GEOG 442 Social Geography (5) SScReview of concepts and methods of postwar social geography: historical roots and present orientations. Study of social spatial systems, their structures and functioning."
"Geography (GEOG)","GEOG 445","Geography of Housing","5","GEOG 445 Geography of Housing (5) SSc, DIVFocuses on the geography of housing, especially in the United States. Topics include: the American dream of home ownership; housing affordability and differential access to home ownership; homelessness; the history of public housing; housing demography; residential mobility and neighborhood change, and discrimination in the housing market."
"Geography (GEOG)","GEOG 448","Geography of Transportation","5","GEOG 448 Geography of Transportation (5) SSc"
"Geography (GEOG)","GEOG 450","Visualizing Seattle","5","GEOG 450 Visualizing Seattle (5) SSc, RSNExplores more-than-Cartesian ways of representing human spatial experiences of flow, time, emotions, etc., in Seattle. Includes unique projects exploring the city, collaborating, working with data, coding, creating a visualization, and telling a story of the findings. Prerequisite: GEOG 360."
"Geography (GEOG)","GEOG 451","Cultural Geography of Latin America","5","GEOG 451 Cultural Geography of Latin America (5) SScInterdisciplinary senior seminar examining how physical and social geographies are culturally constructed and interconnected with subjectivities and power in Latin America. Topics include identity formation grounded in particular territories and the social constitution of space via an interplay of material and cultural forces. Offered: jointly with JSIS D 451."
"Geography (GEOG)","GEOG 452","Indigenous Geographies","5","GEOG 452 Indigenous Geographies (5) SSc, DIVViews indigenous geographies through multiple lenses, disciplinary positions, community orientations, and historical relationships. Students think critically about colonization, anticolonialism, and the community-based research that constitutes the field, through class discussion, geographical place-based projects, and in-class writing assignments. Prerequisite: a minimum grade of 2.0 in either AIS 102, AIS 103/JSIS 100, AIS 170, AIS 202, AIS 203, HSTAA 209/AIS 209, HSTAA 210/AIS 210, HSTCMP 212/AIS 212, AIS 270/JSIS A 270, or AIS 275. Offered: jointly with AIS 452."
"Geography (GEOG)","GEOG 455","Genealogical Geographies","5","GEOG 455 Genealogical Geographies (5) SScResearch seminar in geospatial genealogy. Focuses on family genealogy and geographical analysis, rather than particular regions or eras. Explores historical and population geographies as well as disciplinary relationship with genealogy and family history. Relates individual family tree data with broader economic, political, and cultural phenomena in time and space. Prerequisite: GEOG 315."
"Geography (GEOG)","GEOG 456","Internal Migration in the United States: Methods, Models, and Theories","5","GEOG 456 Internal Migration in the United States: Methods, Models, and Theories (5) SSc, RSNProvides overview of internal migration in the United States and theories of migration that attempt to explain why and where people migrate. Explains how to access and process U.S. internal migration survey and administrative data. Covers statistical and visualization methods for analyzing these data to summarize geographical and temporal trends in U.S. internal migration. Recommended: familiarity with the R programming language (or similar programming language) and RStudio; and either GEOG 315, GEOG 317, GEOG 326, or GEOG 360."
"Geography (GEOG)","GEOG 458","Advanced Digital Geographies","5","GEOG 458 Advanced Digital Geographies (5) SSc, RSNHow are emerging digital approaches changing GIS and geography generally? Students learn skills needed to critically and creatively engage with coding, collaboration, shifting geospatial webs, and interactive maps and essays. Prerequisite: GEOG 360."
"Geography (GEOG)","GEOG 461","Urban Geographic Information Systems","5","GEOG 461 Urban Geographic Information Systems (5) SScUse of geographic information systems (GIS) to investigate urban/regional issues; focus on transportation, land-use, and environmental issues; all urban change problems considered. GIS data processing strategies. Problem definition for GIS processing. Data collection, geocoding issues. Data structuring strategies. Prerequisite: a minimum grade of 2.0 in GEOG 360."
"Geography (GEOG)","GEOG 462","Coastal Geographic Information Systems","5","GEOG 462 Coastal Geographic Information Systems (5) SSc, RSNCombines lectures about fundamental concepts in geographic information systems with hands-on computer laboratory assignments about coastal environment-society issues. Coastal issues feature data measurement, characterization, and movement related to the land-water and environment society dynamic. Prerequisite: GEOG 360."
"Geography (GEOG)","GEOG 464","GIS and Decision Support","5","GEOG 464 GIS and Decision Support (5) SScCombines lectures about geographic information systems and decision methods with hands-on computer assignments about regional and urban issues associated with such complex decision processes as planning, improvement programming, and capital project implementation. Emphasizes land, transportation, and water resources decision problems. Prerequisite: GEOG 360."
"Geography (GEOG)","GEOG 465","GIS Database and Programming","5","GEOG 465 GIS Database and Programming (5) SScExplores GIS database models, database development, and database management systems used in GIS. Uses programming languages most applicable to GIS database work, particularly related to extending current commercial GIS such as ArcGIS. Prerequisite: minimum grade of 2.0 in GEOG 360."
