subject,code,credits,title,Description
EMBA - Executive MBA,EMBA 7900, 1.5-3 hours.,Special Topics in Business,"Course allows students to pursue topics that are not covered in the regular curriculum or are covered less intensively. Special topics courses are individually designed by the instructor for a specific semester. In the area of business, students will study specific aspects relating to emerging issues or specialized content in business."
EMBA - Executive MBA,EMBA 7900E, 1.5-3 hours.,Special Topics in Business,"Course allows students to pursue topics that are not covered in the regular curriculum or are covered less intensively. Special topics courses are individually designed by the instructor for a specific semester. In the area of Business, students will study specific aspects relating to emerging issues or specialized content in business."
EMBA - Executive MBA,EMBA 7990, 1-6 hours. Repeatable for maximum 9 hours credit.,Executive MBA Directed Study,"Directed study in business topics for Executive MBA students, giving particular attention to specialized problems in an area related to a student's academic interests."
EMKT - Marketing Education,EMKT 4110/6110, 3 hours.,Marketing and Business Foundations of Work-Based Education,"Business and marketing concepts, business environments, and managerial systems in work-based education, with emphasis on instructional strategies."
EMKT - Marketing Education,EMKT 4120/6120, 3 hours.,Human Resource Foundations in Work-Based Education,"Human relations, communications, mathematics, management, and career development in work-based education programs, with emphasis on instructional strategies."
EMST - Entertainment and Media Studies,EMST 3010H, 3 hours.,Media Entertainment and Popular Culture (Honors),"Introduction to contemporary entertainment media from a media studies and media literacy perspective. The historical, economic, social, cultural, legal, and ideological contexts of contemporary entertainment media, with an emphasis on television, film, gaming, and other emergent media."
EMST - Entertainment and Media Studies,EMST 3010, 3 hours.,Media Entertainment and Popular Culture,"Introduction to contemporary entertainment media from a media studies and media literacy perspective. The historical, economic, social, cultural, legal, and ideological contexts of contemporary entertainment media, with an emphasis on television, film, gaming, and other emergent media."
EMST - Entertainment and Media Studies,EMST 3012E, 3 hours.,The Peabody Archive and Genre Television,"The George Foster Peabody Awards, hosted by the Grady College of Journalism and Mass Communication, gives annual awards for broadcasting excellence. This course uses content from the Peabody Archive to consider the medium of television: cultural history, social movements, genres, and an interrogation of what “excellence” means in this medium."
EMST - Entertainment and Media Studies,EMST 3110H, 3 hours.,Writing for Entertainment Media (Honors),"In this introductory writing course, students learn narrative structure, writing, and storytelling for visual entertainment media. Students are required to write and workshop documents and short scripts both in groups and individually."
EMST - Entertainment and Media Studies,EMST 3110, 3 hours.,Writing for Entertainment Media,"In this introductory writing course, students learn narrative structure, writing, and storytelling for visual entertainment media. Students are required to write and workshop documents and short scripts both in groups and individually."
EMST - Entertainment and Media Studies,EMST 3150, 3 hours.,Entertainment Media Industries,Introduces students to the history and structures of the entertainment media industries.
EMST - Entertainment and Media Studies,EMST 3210, 3 hours.,Production Basics,"Methods of visual storytelling that include structural elements pre-production, production, and postproduction for entertainment media. Emerging methods and concepts for visual storytelling."
EMST - Entertainment and Media Studies,EMST 3320, 3 hours.,Entertainment Media Analysis,"Strategies of critical analysis of entertainment media as artistic, scholarly, and professional practice. Students will learn the language of visual analysis and components of media aesthetics as they apply to a variety of entertainment media and will discuss visual media literacy, meaning, and interpretation as analytical viewing practices."
EMST - Entertainment and Media Studies,EMST 4040/6040, 3 hours.,International Film Markets - Cannes Film Festival Study Abroad,"An introduction to the international business of motion pictures with a primary focus on marketing campaigns and distribution strategies, taking into account the social, political, and economic climates of various territories worldwide. International production finance will also be discussed."
EMST - Entertainment and Media Studies,EMST 4050, 3 hours. Repeatable for maximum 6 hours credit.,Grady L.A. - Media Industries in Context,Provides an in-depth look at business practices and trends in the contemporary media industries. Guest speakers supplement the curriculum. This class is taught in Los Angeles.
