"subject","level","description","course_code","course_name","credits"
"Arabic","Graduate","Terms offered: Fall 2011, Fall 2010, Spring 2009Intensive study of modern poetry in relation to the cultural tradition.","ARABIC 212","Topics in Modern Arabic Literature: Poetry","3 Units"
"Arabic","Graduate","Terms offered: Fall 2024, Spring 2024, Fall 2023A close reading and careful literary analysis of significant authors and specific topics in Classical Arabic prose or poetry or both.","ARABIC 220","Seminar in Classical Arabic Literature","3 Units"
"Arabic","Graduate","Terms offered: Spring 2021, Fall 2009, Spring 2006This course examines the origins, status, and function of literary theory in the making of modern Arabic literature. Questions of cultural influence, literary genres, forms, modes, and techniques of representation are all central to the interests of this course.","ARABIC 245","Seminar: Modernist Arabic Poetics","3 Units"
"Arabic","Graduate","Terms offered: Spring 2025, Spring 2024, Fall 2020Special topics in Arabic. Topics vary and are announced at the beginning of each semester.","ARABIC 298","Seminar","1 - 4 Units"
"Architecture","Undergraduate","Terms offered: Fall 2025, Fall 2024, Fall 2023Introductory studio course: theories of representation and the use of several visual means, including freehand drawing and digital media, to analyze and convey ideas regarding the environment. Topics include contour, scale, perspective, color, tone, texture, and design.","ARCH 11A","Introduction to Visual Representation and Drawing","4 Units"
"Architecture","Undergraduate","Terms offered: Spring 2025, Spring 2024, Summer 2023 8 Week SessionIntroduction to design concepts and conventions of graphic representation and model building as related to the study of architecture, landscape architecture, urban design, and city planning. Students draw in plan, section, elevation, axonometric, and perspective and are introduced to digital media. Design projects address concepts of order, site analysis, scale, structure, rhythm, detail, culture, and landscape.","ARCH 11B","Introduction to Design","5 Units"
"Architecture","Undergraduate","Terms offered: Fall 2022, Spring 2022, Fall 2021The Berkeley Seminar Program has been designed to provide new students with the opportunity to explore an intellectual topic with a faculty member in a small-seminar setting. Berkeley Seminars are offered in all campus departments, and topics vary from department to department and semester to semester.","ARCH 24","Freshman Seminars","1 Unit"
"Architecture","Undergraduate","Terms offered: Fall 2012, Fall 2003, Fall 2002Freshman and sophomore seminars offer lower division students the opportunity to explore an intellectual topic with a faculty member and a group of peers in a small-seminar setting. These seminars are offered in all campus departments; topics vary from department to department and from semester to semester.","ARCH 39A","Freshman/Sophomore Seminar","2 - 4 Units"
"Architecture","Undergraduate","Terms offered: Spring 2025, Spring 2024, Spring 2023Sophomore seminars are small interactive courses offered by faculty members in departments all across the campus. Sophomore seminars offer opportunity for close, regular intellectual contact between faculty members and students in the crucial second year. The topics vary from department to department and semester to semester. Enrollment limited to 15 sophomores.","ARCH 84","Sophomore Seminar","1 or 2 Units"
"Architecture","Undergraduate","Terms offered: Spring 2021, Fall 2020, Spring 2020This is a special topics course intended to fulfill the individual interests of students, and provide a vehicle for professors to instruct students based on new and innovative developments in the field of architecture.","ARCH 98","Special Group Study","1 - 4 Units"
"Architecture","Undergraduate","Terms offered: Fall 2025, Spring 2025, Fall 2024Berkeley Connect is a mentoring program, offered through various academic departments, that helps students build intellectual community. Over the course of a semester, enrolled students participate in regular small-group discussions facilitated by a graduate student mentor (following a faculty-directed curriculum), meet with their graduate student mentor for one-on-one academic advising, attend lectures and panel discussions featuring department","ARCH 98BC","Berkeley Connect","1 Unit"
"Architecture","Undergraduate","Terms offered: Not yet offeredEnrollment is restricted by regulations in the General Catalog. Studies developed to meet individual needs.","ARCH 99","Supervised Independent Study and Research","1 - 4 Units"
"Architecture","Undergraduate","Terms offered: Fall 2025, Fall 2024, Fall 2023Introductory courses in the design of buildings. Problems emphasize conceptual strategies of form and space, site relationships and social, technological and environmental determinants. 100A focuses on the conceptual design process.","ARCH 100A","Fundamentals of Architectural Design","6 Units"
"Architecture","Undergraduate","Terms offered: Spring 2025, Spring 2024, Spring 2023Introductory courses in the design of buildings. Problems emphasize conceptual strategies of form and space, site relationships and social, technological and environmental determinants. 100B stresses tectonics, materials, and energy considerations. Studio work is supplemented by lectures, discussions, readings and field trips.","ARCH 100B","Fundamentals of Architectural Design","6 Units"
"Architecture","Undergraduate","Terms offered: Fall 2025, Summer 2025 10 Week Session, Fall 2024This is a studio course in architectural design. Students work on individual and group design projects that build on topics from Architecture 100B with additional integration of conditions pertinent to architectural production that may include architectural precedents, context, landscape and urban issues, envelope, performance, structure, and tectonics in the design of buildings.","ARCH 100C","Architectural Design III","5 Units"
"Architecture","Undergraduate","Terms offered: Summer 2025 10 Week Session, Spring 2025, Summer 2024 10 Week SessionStudents work on individual and/or group design projects that build on topics from previous studios with additional integration of conditions pertinent to architectural production that may include architectural precedents, context, landscape and urban issues, envelope, structure, and tectonics in the design of buildings. It may also include relevent and pertinent social, cultural, and technological issues facing","ARCH 100D","Architectural Design IV","5 Units"
"Architecture","Undergraduate","Terms offered: Fall 2023, Fall 2021, Fall 2020This course is a course in architectural research methods with an emphasis on collaborative work. Students will work on individual facets of a collective topic of critical importance to the contemporary discipline of architecture within areas of faculty expertise. These include: architectural history and theory, structures, materials and methods of construction, building performance, energy and environment, and social factors and human behavior","ARCH 102A","Capstone Project Preparation Seminar","3 Units"
"Architecture","Undergraduate","Terms offered: Spring 2025, Spring 2024, Spring 2022Through individual and collective efforts, students will address topics selected in the previous semester under the guidance of faculty mentors. Topics in the field which may serve as a basis for capstone projects include: the history and theory of architecture; structures; the materials and methods of construction; building performance; energy and the environment; and social factors and human behavior. This course is aimed at students who","ARCH 102B","Architecture Capstone Project","5 Units"
